"OBJECTID","POINT_X","POINT_Y"
166,496557.6125,314820.83
166,496543.731,314819.5905
166,496543.2775,314825.182
167,496519.49,314841.739
167,496539.6075,314843.7785
167,496540.236,314837.7025
167,496524.062,314836.046
167,496524.4915,314831.602
167,496520.492,314831.1315
167,496519.49,314841.739
168,496541.4605,314844.0235
168,496560.2415,314845.9145
168,496561.245,314834.5355
168,496556.3865,314834.18
168,496555.9005,314839.8535
168,496546.5915,314839.008
168,496547.275,314827.809
168,496542.8835,314827.355
168,496541.4605,314844.0235
169,496517.537,314860.5405
169,496537.682,314862.706
169,496538.2165,314857.5675
169,496522.51,314855.817
169,496523.4815,314845.4745
169,496523.577,314845.4175
169,496518.964,314845.037
169,496517.537,314860.5405
170,496539.6505,314862.871
170,496558.3215,314864.768
170,496558.823,314859.0135
170,496540.136,314857.198
170,496539.6505,314862.871
171,496540.4205,314856.199
171,496544.6145,314856.4745
171,496545.5215,314846.5545
171,496541.327,314846.1815
171,496540.4205,314856.199
172,496554.1535,314856.5315
172,496559.0275,314857.0335
172,496559.4485,314852.3975
172,496554.526,314851.9765
172,496554.1535,314856.5315
173,496538.2875,314875.7085
173,496542.546,314876.0165
173,496543.5505,314865.642
173,496539.1515,314865.2065
173,496538.2875,314875.7085
174,496515.3875,314879.727
174,496535.875,314881.84
174,496536.458,314875.745
174,496520.071,314874.0615
174,496521,314863.5835
174,496517.0325,314863.211
174,496515.3875,314879.727
175,496537.7095,314881.9885
175,496556.19,314883.8935
175,496557.8355,314867.052
175,496552.922,314866.668
175,496551.799,314877.794
175,496538.19,314876.476
175,496537.7095,314881.9885
176,496514.2915,314890.709
176,496517.9515,314891.098
176,496519.0205,314882.6365
176,496515.0855,314882.296
176,496514.2915,314890.709
177,496530.391,314892.439
177,496534.1475,314892.796
177,496534.86,314884.107
177,496531.103,314883.7505
177,496530.391,314892.439
178,496534.644,314894.2925
178,496538.595,314894.5195
178,496539.5125,314884.623
178,496535.659,314884.2985
178,496534.644,314894.2925
179,496513.4755,314898.724
179,496554.4005,314902.846
179,496554.8885,314897.084
179,496555.942,314886.2585
179,496548.9205,314885.634
179,496547.821,314896.479
179,496514.062,314893.315
179,496513.4755,314898.724
180,496571.7105,314891.8315
180,496567.4165,314891.475
180,496566.1495,314904.0265
180,496584.898,314905.908
180,496585.837,314895.339
180,496581.0985,314894.92
180,496580.564,314899.799
180,496571.2025,314898.9075
180,496571.7105,314891.8315
181,496588.439,314906.273
181,496606.4805,314908.0535
181,496608.1305,314892.041
181,496601.2795,314891.244
181,496600.7115,314897.95
181,496603.529,314898.242
181,496603.1405,314902.1
181,496588.9115,314900.798
181,496588.439,314906.273
182,496588.9015,314900.1925
182,496592.2045,314900.4005
182,496592.9735,314892.1005
182,496598.0745,314892.506
182,496598.3175,314890.0585
182,496593.1495,314889.4635
182,496593.052,314891.1815
182,496589.7975,314890.9385
182,496588.9015,314900.1925
183,496568.0725,314885.2
183,496586.7565,314887.0225
183,496587.9125,314875.1615
183,496583.3405,314874.7265
183,496582.7075,314881.0435
183,496573.037,314880.2385
183,496573.5825,314873.2325
183,496569.2835,314872.9135
183,496568.0725,314885.2
184,496588.1665,314887.267
184,496608.3895,314889.316
184,496609.9935,314875.406
184,496605.8975,314875.1385
184,496605.195,314883.379
184,496588.748,314881.7605
184,496588.1665,314887.267
185,496588.8685,314880.6825
185,496593.548,314881.088
185,496594.319,314871.318
185,496589.7465,314870.8505
185,496588.8685,314880.6825
186,496570.0965,314865.6985
186,496588.661,314867.545
186,496589.1745,314861.9445
186,496575.0015,314860.5665
186,496575.9405,314850.005
186,496571.706,314849.5565
186,496570.0965,314865.6985
187,496590.2225,314867.726
187,496610.691,314869.742
187,496611.258,314864.2145
187,496590.7255,314862.2
187,496590.2225,314867.726
188,496606.992,314861.446
188,496611.5585,314861.835
188,496612.406,314854.1405
188,496607.7265,314853.8
188,496606.992,314861.446
189,496590.773,314861.446
189,496595.243,314861.8865
189,496596.1345,314852.184
189,496591.7295,314851.86
189,496590.773,314861.446
190,496584.6565,314860.5165
190,496589.4175,314860.938
190,496590.265,314851.6195
190,496585.553,314851.214
190,496584.6565,314860.5165
191,496571.9375,314847.7395
191,496590.422,314849.5295
191,496590.8615,314844.026
191,496576.7255,314842.532
191,496577.604,314833.386
191,496573.296,314832.951
191,496571.9375,314847.7395
192,496591.975,314849.64
192,496612.851,314851.661
192,496613.289,314846.2315
192,496592.4645,314844.2295
192,496591.975,314849.64
193,496579.5215,314834.953
193,496582.987,314835.2445
193,496583.278,314831.127
193,496579.8615,314830.8195
193,496579.5215,314834.953
194,496592.941,314840.539
194,496597.3295,314840.977
194,496598.0905,314832.466
194,496593.735,314832.028
194,496592.941,314840.539
195,496609.7435,314843.065
195,496613.565,314843.4215
195,496614.075,314837.616
195,496610.331,314837.348
195,496609.7435,314843.065
196,496593.843,314830.63
196,496614.7415,314832.7565
196,496615.388,314826.9405
196,496594.4385,314824.8225
196,496593.843,314830.63
197,496581.6905,314829.344
197,496589.452,314830.1355
197,496593.843,314830.63
197,496594.851,314820.201
197,496582.524,314819.077
197,496581.6905,314829.344
198,496576.1345,314802.777
198,496575.057,314815.235
198,496606.3205,314818.067
198,496607.391,314805.7595
198,496576.1345,314802.777
199,496583.082,314799.949
199,496594.266,314800.974
199,496594.9785,314795.333
199,496591.222,314794.879
199,496591.7745,314789.0335
199,496595.4665,314789.358
199,496595.9845,314784.2355
199,496584.4585,314783.1675
199,496584.102,314788.128
199,496587.535,314788.6465
199,496587.158,314794.5345
199,496583.5305,314794.275
199,496583.082,314799.949
200,496600.6135,314801.5575
200,496611.8835,314802.595
200,496612.4015,314797.019
200,496608.7745,314796.565
200,496609.2925,314790.6645
200,496613.0495,314791.1185
200,496613.5675,314785.996
200,496603.3735,314785.0215
200,496602.0135,314784.892
200,496601.5925,314789.8525
200,496605.2845,314790.371
200,496604.7015,314796.2065
200,496601.0095,314795.8175
200,496600.6135,314801.5575
201,496582.9145,314772.4655
201,496586.056,314772.822
201,496586.38,314768.024
201,496583.303,314767.667
201,496582.9145,314772.4655
202,496586.056,314772.822
202,496597.326,314774.0545
202,496597.909,314768.478
202,496594.3465,314768.0245
202,496594.8325,314762.0265
202,496598.4275,314762.448
202,496598.909,314757.512
202,496587.5135,314756.2555
202,496586.9955,314761.183
202,496590.8815,314761.5075
202,496590.331,314767.505
202,496586.5095,314767.181
202,496586.38,314768.024
202,496586.056,314772.822
203,496597.326,314774.0545
203,496603.3175,314774.67
203,496603.8035,314769.905
203,496597.812,314769.159
203,496597.326,314774.0545
204,496603.3175,314774.67
204,496614.7815,314775.967
204,496615.365,314770.3905
204,496611.738,314769.872
204,496612.256,314764.101
204,496615.948,314764.4255
204,496616.4015,314759.433
204,496604.9695,314758.2985
204,496604.5805,314763.1615
204,496608.24,314763.583
204,496607.6895,314769.386
204,496603.933,314769.127
204,496603.8035,314769.905
204,496603.3175,314774.67
205,496614.7815,314775.967
205,496618.0205,314776.291
205,496618.5065,314771.4605
205,496615.2355,314771.104
205,496614.7815,314775.967
206,496615.948,314764.4255
206,496619.2515,314764.815
206,496619.737,314759.8545
206,496616.4015,314759.433
206,496615.948,314764.4255
207,496583.9835,314760.8915
207,496586.9955,314761.183
207,496587.5135,314756.2555
207,496584.599,314756.061
207,496583.9835,314760.8915
208,496588.936,314746.078
208,496600.336,314747.3105
208,496600.8045,314741.6745
208,496597.177,314741.2205
208,496597.922,314735.288
208,496601.484,314735.612
208,496601.8745,314730.856
208,496590.5565,314729.4615
208,496590.0315,314734.482
208,496593.788,314734.871
208,496593.2375,314740.739
208,496589.351,314740.415
208,496588.936,314746.078
209,496585.6005,314745.7215
209,496588.936,314746.078
209,496589.351,314741.193
209,496585.986,314740.8525
209,496585.6005,314745.7215
210,496606.295,314747.894
210,496617.727,314749.158
210,496618.31,314743.5815
210,496614.618,314743.063
210,496615.2655,314737.2275
210,496618.828,314737.6165
210,496619.2815,314732.494
210,496607.911,314731.491
210,496607.512,314736.2875
210,496611.1395,314736.806
210,496610.524,314742.6095
210,496606.8965,314742.285
210,496606.295,314747.894
211,496600.336,314747.3105
211,496606.295,314747.894
211,496606.767,314743.0635
211,496600.7395,314742.323
211,496600.336,314747.3105
212,496617.727,314749.158
212,496620.998,314749.45
212,496621.3865,314744.6515
212,496618.1155,314744.295
212,496617.727,314749.158
213,496618.828,314737.6165
213,496622.038,314738
213,496622.7505,314733.2665
213,496619.243,314733.0195
213,496618.828,314737.6165
214,496579.779,314799.56
214,496583.6385,314800
214,496583.466,314794.8585
214,496580.26,314794.6315
214,496579.779,314799.56
215,496594.266,314800.974
215,496600.6135,314801.5575
215,496600.945,314796.466
215,496594.9785,314795.8515
215,496594.266,314800.974
216,496611.8835,314802.595
216,496615.349,314802.887
216,496615.6725,314798.1535
216,496612.337,314797.667
216,496611.8835,314802.595
217,496613.0495,314791.1185
217,496616.4175,314791.378
217,496616.968,314786.288
217,496613.5675,314785.996
217,496613.0495,314791.1185
218,496558.888,314803.036
218,496563.664,314803.328
218,496563.8095,314800.1025
218,496559.0325,314799.7295
218,496558.888,314803.036
219,496557.0475,314796.354
219,496560.092,314796.5485
219,496560.5455,314791.945
219,496557.5335,314791.5885
219,496557.0475,314796.354
220,496525.0905,314792.8785
220,496528.167,314793.235
220,496528.723,314788.4685
220,496525.6065,314788.114
220,496525.0905,314792.8785
221,496539.5755,314794.4765
221,496545.858,314795.19
221,496546.34,314790.4175
221,496540.154,314789.87
221,496539.5755,314794.4765
222,496558.243,314784.8435
222,496561.2875,314785.103
222,496561.6435,314780.856
222,496558.502,314780.3695
222,496558.243,314784.8435
223,496528.2615,314766.52
223,496531.306,314766.8445
223,496531.7855,314761.9895
223,496528.644,314761.503
223,496528.2615,314766.52
224,496560.1395,314769.607
224,496563.3455,314769.9635
224,496563.7345,314765.1655
224,496560.593,314764.809
224,496560.1395,314769.607
225,496542.835,314767.9465
225,496548.8045,314768.5695
225,496549.2585,314763.772
225,496543.321,314762.986
225,496542.835,314767.9465
226,496561.4245,314758.229
226,496564.415,314758.325
226,496564.901,314753.754
226,496561.9035,314753.544
226,496561.4245,314758.229
227,496514.838,314765.3545
227,496528.2615,314766.52
227,496529,314758.812
227,496526.6365,314758.585
227,496527.5755,314749.086
227,496524.1425,314748.697
227,496523.948,314751.874
227,496520.7745,314751.55
227,496521.066,314748.3405
227,496516.694,314747.854
227,496514.838,314765.3545
228,496513.7815,314774.1415
228,496524.8935,314775.339
228,496525.0255,314774.84
228,496526.254,314775.015
228,496526.826,314768.524
228,496520.7375,314767.8755
228,496520.446,314770.5015
228,496519.1505,314770.242
228,496519.604,314766.676
228,496514.6815,314766.157
228,496513.7815,314774.1415
229,496511.2855,314801.2505
229,496522.5205,314802.2935
229,496524.154,314789.282
229,496523.053,314788.893
229,496523.571,314784.095
229,496525.935,314784.5165
229,496526.324,314781.2745
229,496525.864,314780.93
229,496526.0645,314778.4215
229,496524.2835,314778.324
229,496524.2835,314779.4265
229,496519.7495,314779.1025
229,496519.3285,314782.4415
229,496514.8595,314781.988
229,496515.151,314780.075
229,496516.4465,314780.075
229,496516.576,314778.649
229,496518.843,314778.7785
229,496519.0695,314775.7635
229,496513.7905,314775.018
229,496511.2855,314801.2505
230,496451.345,314813.6765
230,496458.2495,314814.203
230,496461.601,314778.661
230,496460.435,314778.4525
230,496455.1465,314777.911
230,496451.345,314813.6765
231,496451.174,314777.4575
231,496455.1465,314777.911
231,496460.435,314778.4525
231,496461.6265,314767.036
231,496452.59,314765.9525
231,496452.132,314770.0795
231,496455.1925,314770.4755
231,496454.88,314773.4975
231,496451.6735,314773.1225
231,496451.174,314777.4575
232,496470.6375,314798.6885
232,496475.6345,314799.2305
232,496476.7165,314788.684
232,496471.9075,314788.1635
232,496470.6375,314798.6885
233,496473.448,314783.3695
233,496475.322,314783.453
233,496474.9055,314788.497
233,496476.217,314788.559
233,496476.469,314787.7775
233,496479.1115,314788.1215
233,496480.0065,314780.8475
233,496478.1745,314780.6805
233,496478.2995,314778.3465
233,496473.8855,314777.8465
233,496473.448,314783.3695
234,496472.885,314761.3215
234,496481.63,314762.096
234,496481.755,314759.2615
234,496491.02,314759.9915
234,496491.582,314753.1755
234,496473.8225,314751.3205
234,496472.885,314761.3215
235,496462.184,314757.5005
235,496465.656,314757.636
235,496466.152,314748.7435
235,496462.5675,314748.5405
235,496462.184,314757.5005
236,496441.191,314747.74
236,496445.2085,314747.606
236,496445.389,314738.213
236,496441.2565,314737.8755
236,496441.191,314747.74
237,496452.5025,314743.4865
237,496456.2445,314743.5315
237,496456.425,314738.2505
237,496452.773,314738.16
237,496452.5025,314743.4865
238,496502.2435,314855.788
238,496514.323,314857.192
238,496515.3595,314846.1365
238,496503.49,314844.759
238,496502.2435,314855.788
239,496464.4025,314861.3185
239,496490.4645,314863.8015
239,496491.2815,314856.2825
239,496465.243,314853.7305
239,496464.4025,314861.3185
240,496465.526,314851.126
240,496491.5245,314853.932
240,496492.1875,314846.5565
240,496466.385,314843.7175
240,496465.526,314851.126
241,496459.692,314850.4645
241,496463.695,314850.7935
241,496464.4075,314843.5315
241,496460.3755,314843.1585
241,496459.692,314850.4645
242,496436.1265,314856.431
242,496448.835,314857.609
242,496450.1425,314845.8075
242,496437.2595,314844.5175
242,496436.1265,314856.431
243,496438.5015,314842.6745
243,496450.3405,314843.742
243,496452.0925,314827.5795
243,496439.742,314826.3075
243,496438.5015,314842.6745
244,496433.7505,314879.0075
244,496446.4865,314879.945
244,496448.631,314859.726
244,496435.845,314858.5535
244,496433.7505,314879.0075
245,496434.0345,314914.786
245,496442.779,314915.9205
245,496446.246,314882.5025
245,496433.571,314881.212
245,496432.762,314890.6465
245,496436.486,314891.003
245,496434.0345,314914.786
246,496469.413,314903.6025
246,496485.028,314905.1155
246,496487.1265,314883.344
246,496471.595,314881.85
246,496469.413,314903.6025
247,496445.937,314924.176
247,496455.1035,314925.1365
247,496455.8245,314917.724
247,496446.724,314916.8165
247,496445.937,314924.176
248,496455.1035,314925.1365
248,496501.9285,314930.354
248,496502.5765,314922.4435
248,496455.8565,314917.2055
248,496455.8245,314917.724
248,496455.1035,314925.1365
249,496506.043,314935.8215
249,496535.354,314938.606
249,496536.39,314925.768
249,496507.2445,314922.985
249,496506.043,314935.8215
250,496555.34,314935.0895
250,496593.4545,314938.7215
250,496595.483,314917.583
250,496557.234,314913.7265
250,496555.34,314935.0895
251,496468.891,314830.4785
251,496494.056,314833.266
251,496495.367,314820.7025
251,496470.34,314818.1045
251,496468.891,314830.4785
252,497024.8645,315081.4035
252,497057.5875,315083.219
252,497057.5215,315084.3945
252,497073.857,315085.5405
252,497074.4855,315079.0295
252,497025.2445,315076.2215
252,497024.8645,315081.4035
253,497081.887,315077.882
253,497085.479,315078.3045
253,497085.5915,315076.742
253,497103.3905,315078.3675
253,497103.2735,315079.828
253,497107.2335,315080.1675
253,497108.1055,315071.4985
253,497097.038,315070.5735
253,497098.0005,315060.3055
253,497108.5605,315061.116
253,497109.292,315053.3355
253,497083.222,315051.189
253,497082.6045,315058.8805
253,497093.7105,315059.971
253,497092.862,315070.2265
253,497082.708,315069.315
253,497081.887,315077.882
254,497114.668,315059.396
254,497131.206,315060.7455
254,497131.745,315055.11
254,497115.1305,315053.7475
254,497114.668,315059.396
255,497078.505,315058.559
255,497082.6045,315058.8805
255,497083.0435,315053.4085
255,497078.9295,315053.0505
255,497078.505,315058.559
256,497025.2445,315076.2215
256,497028.9305,315076.417
256,497029.061,315074.071
256,497029.8225,315074.0715
256,497030.2725,315068.309
256,497030.6405,315068.3475
256,497031.5795,315056.1755
256,497030.724,315056.1375
256,497031.169,315052.336
256,497027.021,315051.952
256,497025.2445,315076.2215
257,497027.021,315051.952
257,497053.436,315053.9645
257,497053.362,315054.7735
257,497075.7085,315056.3795
257,497076.229,315050.696
257,497060.0775,315049.424
257,497059.909,315051.266
257,497053.7315,315050.735
257,497053.903,315048.8625
257,497027.4055,315046.753
257,497027.021,315051.952
258,497052.7785,315043.0595
258,497057.868,315043.4455
258,497058.6405,315033.152
258,497053.487,315032.677
258,497052.7785,315043.0595
259,497061.501,315028.382
259,497077.8745,315029.5285
259,497078.224,315024.541
259,497061.8505,315023.3945
259,497061.501,315028.382
260,497089.405,315024.755
260,497107.1365,315026.055
260,497107.5355,315020.8895
260,497089.893,315019.564
260,497089.405,315024.755
261,497116.4345,315032.4875
261,497133.442,315033.7995
261,497133.8165,315028.944
261,497116.809,315027.632
261,497116.4345,315032.4875
262,497118.5645,315009.9715
262,497134.5945,315011.549
262,497135.0775,315006.561
262,497118.9375,315005.0215
262,497118.5645,315009.9715
263,497135.177,315025.449
263,497139.7845,315025.784
263,497141.0825,315009.817
263,497141.445,315002.95
263,497137.2565,315002.641
263,497136.759,315009.5875
263,497136.196,315009.558
263,497135.177,315025.449
264,497095.6595,314992.0415
264,497106.4105,314992.867
264,497106.9595,314985.828
264,497096.2005,314985.002
264,497095.6595,314992.0415
265,497040.029,315023.486
265,497056.339,315024.277
265,497056.973,315012.8535
265,497054.1535,315012.732
265,497054.4525,315007.3165
265,497045.4155,315006.7615
265,497044.884,315017.453
265,497040.3655,315017.241
265,497040.029,315023.486
266,497041.898,315001.5
266,497057.678,315002.609
266,497058.1515,314995.725
266,497052.2295,314995.245
266,497052.247,314993.5935
266,497048.5365,314993.319
266,497048.379,314994.971
266,497042.471,314994.6945
266,497041.898,315001.5
267,497024.907,315012.5095
267,497031.8965,315012.891
267,497032.8245,314996.4295
267,497032.538,314996.408
267,497032.986,314990.255
267,497026.695,314989.7385
267,497026.1595,314996.061
267,497025.8355,314996.0355
267,497024.907,315012.5095
268,496983.2525,315021.3805
268,497008.372,315022.781
268,497008.4865,315021.254
268,497024.812,315022.35
268,497024.7075,315024.1465
268,497031.244,315024.467
268,497031.896,315012.9035
268,497028.4015,315012.7065
268,497028.1135,315017.813
268,497025.1365,315017.6715
268,497025.312,315015.1435
268,497008.8885,315014.175
268,497008.833,315015.13
268,497004.991,315014.8695
268,496983.5395,315013.898
268,496983.2525,315021.3805
269,496984.138,315009.488
269,496990.1255,315009.7135
269,496991.181,314992.524
269,497002.6195,314993.2055
269,497003.0225,314987.752
269,496985.5645,314986.7585
269,496984.138,315009.488
270,497002.628,315011.151
270,497009.611,315011.6475
270,497009.8335,315007.708
270,497008.338,315007.581
270,497008.8585,314998.347
270,497010.3555,314998.4395
270,497010.54,314995.1735
270,497010.2945,314995.1595
270,497010.7595,314988.582
270,497004.398,314988.184
270,497003.978,314994.8035
270,497003.551,314994.7795
270,497002.628,315011.151
271,497179.3895,314839.7255
271,497194.931,314840.9095
271,497195.438,314835.2285
271,497179.744,314834.096
271,497179.3895,314839.7255
272,497263.064,315016.154
272,497274.085,315017.403
272,497276.6735,314996.3795
272,497279.414,314996.6405
272,497279.9355,314991.783
272,497282.0025,314992.0045
272,497285.399,314989.4825
272,497286.0155,314984.3345
272,497346.876,314991.2055
272,497346.581,314993.7545
272,497354.645,314994.7245
272,497354.438,314996.729
272,497356.5195,314999.2895
272,497358.63,314999.5695
272,497357.641,315007.77
272,497360.853,315008.1925
272,497359.126,315023.3785
272,497369.209,315024.318
272,497372.5745,314995.686
272,497373.1965,314995.7245
272,497373.6835,314991.298
272,497371.962,314989.2535
272,497373.9985,314987.7965
272,497369.8615,314982.6245
272,497367.947,314984.199
272,497366.6125,314982.3655
272,497362.099,314981.788
272,497362.0185,314982.32
272,497325.8205,314978.151
272,497325.879,314977.6385
272,497318.093,314976.8085
272,497318.021,314977.238
272,497281.3905,314973.083
272,497281.1505,314972.594
272,497277.129,314972.262
272,497275.462,314973.5615
272,497274.606,314972.552
272,497268.1815,314977.629
272,497268.968,314978.917
272,497267.354,314980.1035
272,497266.9775,314984.4395
272,497267.3765,314984.4895
272,497264.438,315008.055
272,497263.981,315008.002
272,497263.064,315016.154
273,497200.567,315156.2965
273,497204.8225,315156.687
273,497204.806,315156.8975
273,497205.0605,315156.9155
273,497204.583,315164.0435
273,497224.675,315165.4225
273,497225.2205,315158.341
273,497225.571,315158.3655
273,497225.583,315158.2075
273,497229.95,315158.459
273,497232.2395,315133.312
273,497231.843,315133.295
273,497232.1505,315129.2155
273,497227.8725,315128.849
273,497227.899,315128.513
273,497227.61,315128.49
273,497228.096,315121.5095
273,497223.995,315121.1215
273,497223.937,315122.013
273,497212.6235,315121.237
273,497212.695,315120.4685
273,497208.169,315120.0645
273,497207.5705,315126.8845
273,497207.1975,315126.8545
273,497207.1655,315127.257
273,497203.326,315126.952
273,497202.9895,315131.1495
273,497202.6995,315131.1275
273,497200.567,315156.2965
274,497277.327,315027.202
274,497300.5605,315029.148
274,497300.5125,315029.8075
274,497305.1225,315030.2495
274,497306.318,315017.17
274,497301.7345,315016.588
274,497301.594,315017.514
274,497278.5425,315015.2655
274,497277.327,315027.202
275,497418.0885,315089.6475
275,497425.3955,315092.8425
275,497424.8765,315093.988
275,497432.1285,315097.048
275,497432.7065,315095.62
275,497434.715,315096.481
275,497436.5165,315092.386
275,497434.4335,315091.45
275,497434.572,315091.1145
275,497420.349,315084.704
275,497418.0885,315089.6475
276,497320.2471,315927.0983
276,497338.8593,315949.2003
276,497336.3782,315952.1357
276,497343.9849,315962.1961
276,497346.684,315959.9877
276,497365.9528,315984.602
276,497369.7575,315981.2123
276,497373.1047,315977.3702
276,497375.9411,315973.1369
276,497378.2214,315968.5799
276,497379.9093,315963.772
276,497380.9779,315958.7896
276,497381.4101,315953.7123
276,497381.1991,315948.6211
276,497380.3482,315943.597
276,497378.423,315938.6459
276,497375.927,315933.9565
276,497372.8952,315929.5944
276,497369.3699,315925.6205
276,497365.4004,315922.0902
276,497361.0421,315919.0529
276,497356.3559,315916.5511
276,497351.5042,315915.7499
276,497346.59,315915.5705
276,497341.6928,315916.0159
276,497336.8916,315917.0789
276,497332.264,315918.7423
276,497327.8848,315920.9792
276,497323.8248,315923.7536
276,497320.1494,315927.0205
276,497320.2471,315927.0983
277,497535.4054,316053.8201
277,497566.8135,316055.1288
277,497566.8135,316056.7646
277,497577.6101,316057.0918
277,497578.2644,316054.8016
277,497608.3638,316057.7461
277,497609.1156,316053.1617
277,497609.2002,316048.5169
277,497608.6158,316043.9082
277,497607.3746,316039.4314
277,497605.5023,316035.1798
277,497603.0379,316031.2417
277,497600.0327,316027.699
277,497596.5492,316024.6254
277,497592.6598,316022.0849
277,497586.9654,316019.7402
277,497581.0195,316018.1368
277,497574.9183,316017.3007
277,497568.7603,316017.2453
277,497562.6451,316017.9715
277,497556.6713,316019.4675
277,497552.3574,316021.5132
277,497548.3774,316024.1503
277,497544.8117,316027.3252
277,497541.7325,316030.974
277,497539.2021,316035.0226
277,497537.2716,316039.3893
277,497535.9802,316043.9857
277,497535.3539,316048.7189
277,497535.4054,316053.493
277,497535.4054,316053.8201
278,497826.2864,316043.0986
278,497871.1901,316044.3254
278,497871.1901,316019.5425
278,497852.2962,316019.7879
278,497851.8055,316030.339
278,497826.5318,316029.1122
278,497826.2864,316043.0986
279,497974.2479,315881.396
279,498018.1702,315883.1136
279,498018.6609,315857.5945
279,497999.2762,315857.5945
279,497998.7855,315868.1457
279,497974.4933,315867.4096
279,497974.2479,315881.396
280,497488.461,315691.4133
280,497480.8997,315701.8826
280,497493.6956,315711.7704
280,497493.6956,315720.4948
280,497508.2364,315720.4948
280,497509.3997,315712.352
280,497536.7363,315697.8112
280,497529.7568,315685.597
280,497501.2568,315700.7194
280,497488.461,315691.4133
281,497294.9618,315803.0301
281,497390.9309,315807.1015
281,497432.2268,315862.3564
281,497446.7675,315847.8157
281,497401.9819,315789.6525
281,497295.5434,315783.2546
281,497294.9618,315803.0301
282,497288.3951,315849.0691
282,497369.8235,315853.1405
282,497401.8132,315891.5282
282,497417.5172,315878.1507
282,497379.1296,315833.3651
282,497288.9767,315831.0386
282,497288.3951,315849.0691
283,497288.9767,315893.2731
283,497362.2623,315898.5078
283,497362.2623,315876.9874
283,497288.9767,315873.4976
283,497288.9767,315893.2731
284,497468.1192,315870.0078
284,497452.4151,315882.2221
284,497518.1394,315961.324
284,497568.1597,315965.3954
284,497568.7414,315947.9464
284,497529.7721,315945.6199
284,497468.1192,315870.0078
285,497432.058,315896.7629
285,497416.9356,315909.5588
285,497498.9456,316009.5994
285,497557.1087,316012.5075
285,497558.8536,315992.732
285,497508.8333,315990.4055
285,497432.058,315896.7629
286,497410.5377,315940.9669
286,497394.252,315952.5995
286,497475.6804,316053.8033
286,497518.1394,316056.1299
286,497518.7211,316036.3544
286,497487.8946,316035.7728
286,497410.5377,315940.9669
287,497389.5989,315982.8443
287,497374.4765,315997.3851
287,497415.1907,316049.7319
287,497431.4764,316036.936
287,497389.5989,315982.8443
288,497585.027,315947.3648
288,497582.1189,315968.8852
288,497695.537,315973.5382
288,497696.7002,315954.3444
288,497585.027,315947.3648
289,497693.2104,315999.7116
289,497580.9556,315995.0586
289,497580.374,316013.0891
289,497692.0472,316019.4871
289,497693.2104,315999.7116
290,497625.1596,316042.7523
290,497623.9963,316060.7829
290,497690.8839,316064.8543
290,497691.4656,316046.2421
290,497625.1596,316042.7523
291,497713.5675,315956.6709
291,497713.5675,315975.8647
291,497817.6795,315981.0994
291,497818.8428,315962.4872
291,497713.5675,315956.6709
292,497710.6594,316000.8749
292,497710.0778,316020.6503
292,497785.1082,316025.885
292,497785.6898,316007.2728
292,497710.6594,316000.8749
293,497708.3329,316047.4054
293,497707.1696,316067.7625
293,497749.047,316068.9257
293,497749.6287,316049.7319
293,497708.3329,316047.4054
294,497451.2518,316128.2521
294,497450.6702,316143.3745
294,497475.6804,316143.3745
294,497475.6804,316131.1603
294,497495.4558,316106.7318
294,497508.8333,316146.2827
294,497529.1904,316148.6092
294,497530.3537,316132.3235
294,497522.2109,316132.9052
294,497504.7619,316092.7726
294,497491.966,316087.5379
294,497484.9865,316091.6094
294,497462.8845,316128.2521
294,497451.2518,316128.2521
295,497529.1904,316148.6092
295,497550.1292,316148.6092
295,497550.1292,316136.9766
295,497569.9046,316110.8032
295,497583.2821,316139.3031
295,497583.2821,316149.1909
295,497601.8943,316151.5174
295,497601.8943,316140.4664
295,497596.4097,316140.4664
295,497596.0621,316132.9211
295,497571.6336,316090.462
295,497560.001,316097.4416
295,497539.0623,316131.7578
295,497530.3537,316132.3235
295,497529.1904,316148.6092
296,497601.8943,316151.5174
296,497619.3274,316152.6965
296,497618.7457,316144.5537
296,497641.4294,316113.1456
296,497657.1334,316145.1353
296,497657.715,316153.2782
296,497675.164,316155.6047
296,497674.5823,316145.717
296,497669.9293,316144.5537
296,497651.8987,316103.2579
296,497642.011,316094.5334
296,497632.1233,316101.513
296,497612.3478,316139.9007
296,497601.8943,316140.4664
296,497601.8943,316151.5174
297,497675.164,316155.6047
297,497690.868,316157.3496
297,497693.1945,316146.2986
297,497713.5516,316117.7987
297,497731.0006,316150.37
297,497731.0006,316159.6761
297,497749.0311,316160.2578
297,497749.0311,316149.2068
297,497743.2148,316149.2068
297,497723.4394,316109.6558
297,497715.8782,316099.7681
297,497704.8272,316106.166
297,497684.4701,316143.9721
297,497674.5823,316145.717
297,497675.164,316155.6047
298,497796.8202,316052.6685
298,497784.4121,316066.6276
298,497875.9221,316068.9542
298,497885.2282,316057.3215
298,497796.8202,316052.6685
299,497832.8814,316011.3727
299,497919.5444,316017.189
299,497932.9219,316002.6482
299,497843.3507,315997.4135
299,497832.8814,316011.3727
300,497878.8302,315957.8626
300,497966.6565,315963.0973
300,497980.0341,315949.1381
300,497891.0445,315943.9034
300,497878.8302,315957.8626
301,497926.524,315903.7709
301,498014.9319,315910.1688
301,498024.238,315895.0464
301,497936.9934,315889.8117
301,497926.524,315903.7709
302,497973.0545,315849.0975
302,498061.4624,315854.9139
